source	type	score	phase	gene_id	gene_version	gene_name	gene_source	gene_biotype	location
ensembl_havana	gene	NA	NA	ENSG00000167613	16	LAIR1	ensembl_havana	protein_coding	chr19:54351384-54370558:-
havana	gene	NA	NA	ENSG00000237955	1	AC245884.4	havana	processed_pseudogene	chr19:54379489-54379960:+
ensembl_havana	gene	NA	NA	ENSG00000167614	14	TTYH1	ensembl_havana	protein_coding	chr19:54415219-54436904:+
havana	gene	NA	NA	ENSG00000227407	1	AC245884.1	havana	lncRNA	chr19:54430654-54434698:-
havana	gene	NA	NA	ENSG00000268496	1	AC245884.9	havana	lncRNA	chr19:54434183-54434665:+
havana	gene	NA	NA	ENSG00000269873	1	AC245884.10	havana	lncRNA	chr19:54438010-54438346:-
havana	gene	NA	NA	ENSG00000267838	2	AC245884.8	havana	lncRNA	chr19:54438665-54439544:-
havana	gene	NA	NA	ENSG00000226696	6	LENG8-AS1	havana	lncRNA	chr19:54444807-54449045:-
havana	gene	NA	NA	ENSG00000235681	1	AC245884.3	havana	processed_pseudogene	chr19:54446830-54447047:+
ensembl_havana	gene	NA	NA	ENSG00000167615	16	LENG8	ensembl_havana	protein_coding	chr19:54448887-54462037:+
havana	gene	NA	NA	ENSG00000275183	2	LENG9	havana	protein_coding	chr19:54461732-54463778:-
ensembl_havana	gene	NA	NA	ENSG00000167617	3	CDC42EP5	ensembl_havana	protein_coding	chr19:54465026-54473296:-
ensembl_havana	gene	NA	NA	ENSG00000167618	10	LAIR2	ensembl_havana	protein_coding	chr19:54497879-54510687:+
havana	gene	NA	NA	ENSG00000213016	3	AC245036.1	havana	unprocessed_pseudogene	chr19:54521723-54522031:+
ensembl_havana	gene	NA	NA	ENSG00000104970	11	KIR3DX1	ensembl_havana	transcribed_unprocessed_pseudogene	chr19:54532692-54545771:+
havana	gene	NA	NA	ENSG00000235181	1	AC245036.2	havana	unprocessed_pseudogene	chr19:54551970-54552256:+
ensembl_havana	gene	NA	NA	ENSG00000239998	6	LILRA2	ensembl_havana	protein_coding	chr19:54572920-54590287:+
havana	gene	NA	NA	ENSG00000269271	1	AC245036.5	havana	lncRNA	chr19:54589441-54590287:+
ensembl_havana	gene	NA	NA	ENSG00000104974	12	LILRA1	ensembl_havana	protein_coding	chr19:54593582-54602381:+
havana	gene	NA	NA	ENSG00000238094	1	AC245036.4	havana	unprocessed_pseudogene	chr19:54607870-54608376:+
ensembl_havana	gene	NA	NA	ENSG00000104972	15	LILRB1	ensembl_havana	protein_coding	chr19:54617158-54637528:+
havana	gene	NA	NA	ENSG00000224730	1	LILRB1-AS1	havana	lncRNA	chr19:54635722-54638892:-
ensembl_havana	gene	NA	NA	ENSG00000186818	12	LILRB4	ensembl_havana	protein_coding	chr19:54643889-54670359:+
mirbase	gene	NA	NA	ENSG00000277636	1	MIR8061	mirbase	miRNA	chr19:54645309-54645383:+
havana	gene	NA	NA	ENSG00000242856	3	VN1R105P	havana	transcribed_processed_pseudogene	chr19:54647944-54648853:+
havana	gene	NA	NA	ENSG00000237323	1	AC245036.3	havana	unprocessed_pseudogene	chr19:54652085-54652230:+
havana	gene	NA	NA	ENSG00000225370	1	AC243962.1	havana	unprocessed_pseudogene	chr19:54671231-54672591:+
havana	gene	NA	NA	ENSG00000186152	6	LILRP1	havana	unprocessed_pseudogene	chr19:54696604-54700905:+
havana	gene	NA	NA	ENSG00000228790	1	AC245128.2	havana	unprocessed_pseudogene	chr19:54703952-54704235:+
havana	gene	NA	NA	ENSG00000170858	10	LILRP2	havana	transcribed_processed_pseudogene	chr19:54707916-54713453:+
ensembl_havana	gene	NA	NA	ENSG00000242019	1	KIR3DL3	ensembl_havana	protein_coding	chr19:54724479-54736536:+
havana	gene	NA	NA	ENSG00000215765	3	AC245128.1	havana	lncRNA	chr19:54724496-54798285:+
havana	gene	NA	NA	ENSG00000243772	8	KIR2DL3	havana	protein_coding	chr19:54738513-54753052:+
havana	gene	NA	NA	ENSG00000242473	1	KIR2DP1	havana	unprocessed_pseudogene	chr19:54755023-54767371:+
ensembl_havana	gene	NA	NA	ENSG00000125498	20	KIR2DL1	ensembl_havana	protein_coding	chr19:54769793-54784322:+
havana	gene	NA	NA	ENSG00000264257	1	KIR3DP1	havana	transcribed_unprocessed_pseudogene	chr19:54786355-54790318:+
ensembl_havana	gene	NA	NA	ENSG00000189013	14	KIR2DL4	ensembl_havana	protein_coding	chr19:54803535-54814517:+
ensembl_havana	gene	NA	NA	ENSG00000167633	18	KIR3DL1	ensembl_havana	protein_coding	chr19:54816468-54830778:+
havana	gene	NA	NA	ENSG00000221957	8	KIR2DS4	havana	polymorphic_pseudogene	chr19:54832676-54848569:+
ensembl_havana	gene	NA	NA	ENSG00000240403	5	KIR3DL2	ensembl_havana	protein_coding	chr19:54850443-54867207:+
ensembl	gene	NA	NA	ENSG00000199308	1	RNU6-222P	ensembl	snRNA	chr19:54868939-54869045:-
ensembl_havana	gene	NA	NA	ENSG00000186431	19	FCAR	ensembl_havana	protein_coding	chr19:54874235-54891420:+
havana	gene	NA	NA	ENSG00000268734	1	AC245128.3	havana	lncRNA	chr19:54890673-54891420:+
ensembl_havana	gene	NA	NA	ENSG00000189430	13	NCR1	ensembl_havana	protein_coding	chr19:54906148-54916140:+
ensembl_havana	gene	NA	NA	ENSG00000167634	12	NLRP7	ensembl_havana	protein_coding	chr19:54923509-54966312:-
havana	gene	NA	NA	ENSG00000275012	1	AC011476.8	havana	processed_pseudogene	chr19:54948864-54948993:+
ensembl_havana	gene	NA	NA	ENSG00000022556	16	NLRP2	ensembl_havana	protein_coding	chr19:54953130-55001142:+
havana	gene	NA	NA	ENSG00000243494	1	AC011476.1	havana	processed_pseudogene	chr19:54973817-54974417:+
havana	gene	NA	NA	ENSG00000267265	5	AC011476.3	havana	lncRNA	chr19:55006193-55048086:+
ensembl_havana	gene	NA	NA	ENSG00000088053	11	GP6	ensembl_havana	protein_coding	chr19:55013705-55038264:-
havana	gene	NA	NA	ENSG00000267149	2	AC011476.2	havana	lncRNA	chr19:55027593-55053928:-
ensembl_havana	gene	NA	NA	ENSG00000160439	16	RDH13	ensembl_havana	protein_coding	chr19:55039108-55071291:-
ensembl_havana	gene	NA	NA	ENSG00000131037	15	EPS8L1	ensembl_havana	protein_coding	chr19:55072020-55087923:+
ensembl_havana	gene	NA	NA	ENSG00000125503	13	PPP1R12C	ensembl_havana	protein_coding	chr19:55090914-55117637:-
havana_tagene	gene	NA	NA	ENSG00000287170	1	AC010327.8	havana_tagene	lncRNA	chr19:55116420-55123169:+
havana	gene	NA	NA	ENSG00000267507	1	AC010327.3	havana	processed_pseudogene	chr19:55119250-55120383:-
mirbase	gene	NA	NA	ENSG00000275863	1	MIR7975	mirbase	miRNA	chr19:55123225-55123292:-
ensembl_havana	gene	NA	NA	ENSG00000105048	17	TNNT1	ensembl_havana	protein_coding	chr19:55132698-55149206:-
ensembl_havana	gene	NA	NA	ENSG00000129991	13	TNNI3	ensembl_havana	protein_coding	chr19:55151767-55157773:-
havana	gene	NA	NA	ENSG00000267110	1	AC010327.2	havana	protein_coding	chr19:55154757-55160671:-
ensembl_havana	gene	NA	NA	ENSG00000167646	14	DNAAF3	ensembl_havana	protein_coding	chr19:55158661-55166722:-
havana	gene	NA	NA	ENSG00000267577	1	AC010327.4	havana	lncRNA	chr19:55158939-55177540:+
ensembl	gene	NA	NA	ENSG00000239137	1	AC010327.1	ensembl	snoRNA	chr19:55167171-55167274:+
ensembl_havana	gene	NA	NA	ENSG00000129990	15	SYT5	ensembl_havana	protein_coding	chr19:55171196-55180289:-
ensembl_havana	gene	NA	NA	ENSG00000080031	10	PTPRH	ensembl_havana	protein_coding	chr19:55181247-55209506:-
havana	gene	NA	NA	ENSG00000286230	1	AC010327.7	havana	lncRNA	chr19:55214287-55217281:-
havana	gene	NA	NA	ENSG00000267649	1	AC010327.5	havana	lncRNA	chr19:55216660-55221616:+
ensembl_havana	gene	NA	NA	ENSG00000180089	6	TMEM86B	ensembl_havana	protein_coding	chr19:55226638-55228784:-
havana	gene	NA	NA	ENSG00000276570	1	AC010327.6	havana	lncRNA	chr19:55227219-55230279:-
ensembl_havana	gene	NA	NA	ENSG00000105063	19	PPP6R1	ensembl_havana	protein_coding	chr19:55229779-55259017:-
mirbase	gene	NA	NA	ENSG00000275519	1	MIR6804	mirbase	miRNA	chr19:55230885-55230952:-
mirbase	gene	NA	NA	ENSG00000278328	1	MIR6802	mirbase	miRNA	chr19:55239912-55239976:-
mirbase	gene	NA	NA	ENSG00000278264	1	MIR6803	mirbase	miRNA	chr19:55245186-55245250:-
ensembl_havana	gene	NA	NA	ENSG00000133265	11	HSPBP1	ensembl_havana	protein_coding	chr19:55262223-55280381:-
ensembl_havana	gene	NA	NA	ENSG00000160469	17	BRSK1	ensembl_havana	protein_coding	chr19:55282072-55312562:+
havana	gene	NA	NA	ENSG00000268729	1	AC020922.2	havana	lncRNA	chr19:55312029-55312495:-
ensembl_havana	gene	NA	NA	ENSG00000180061	10	TMEM150B	ensembl_havana	protein_coding	chr19:55312801-55334048:-
havana	gene	NA	NA	ENSG00000276831	1	AC020922.4	havana	lncRNA	chr19:55338945-55339283:-
ensembl_havana	gene	NA	NA	ENSG00000133247	14	KMT5C	ensembl_havana	protein_coding	chr19:55339853-55348121:+
ensembl_havana	gene	NA	NA	ENSG00000160471	13	COX6B2	ensembl_havana	protein_coding	chr19:55349306-55354719:-
havana	gene	NA	NA	ENSG00000267706	3	AC020922.1	havana	protein_coding	chr19:55352301-55359516:-
ensembl_havana	gene	NA	NA	ENSG00000180043	11	FAM71E2	ensembl_havana	protein_coding	chr19:55354908-55363260:-
ensembl_havana	gene	NA	NA	ENSG00000095752	7	IL11	ensembl_havana	protein_coding	chr19:55364382-55370463:-
ensembl_havana	gene	NA	NA	ENSG00000160472	5	TMEM190	ensembl_havana	protein_coding	chr19:55376826-55378246:+
havana	gene	NA	NA	ENSG00000269275	1	AC020922.3	havana	lncRNA	chr19:55377579-55378125:-
ensembl_havana	gene	NA	NA	ENSG00000233493	4	TMEM238	ensembl_havana	protein_coding	chr19:55379244-55384292:-
ensembl_havana	gene	NA	NA	ENSG00000108107	15	RPL28	ensembl_havana	protein_coding	chr19:55385932-55403250:+
mirbase	gene	NA	NA	ENSG00000284029	1	MIR6805	mirbase	miRNA	chr19:55388181-55388242:+
ensembl_havana	gene	NA	NA	ENSG00000108106	14	UBE2S	ensembl_havana	protein_coding	chr19:55399745-55407788:-
ensembl_havana	gene	NA	NA	ENSG00000187902	11	SHISA7	ensembl_havana	protein_coding	chr19:55428740-55442863:-
ensembl_havana	gene	NA	NA	ENSG00000063241	8	ISOC2	ensembl_havana	protein_coding	chr19:55452985-55462343:-
havana	gene	NA	NA	ENSG00000283567	1	C19orf85	havana	protein_coding	chr19:55463002-55464707:-
havana	gene	NA	NA	ENSG00000279063	1	AC008735.5	havana	TEC	chr19:55467438-55467934:-
havana	gene	NA	NA	ENSG00000269859	1	AC008735.3	havana	lncRNA	chr19:55475983-55476482:-
ensembl_havana	gene	NA	NA	ENSG00000197483	10	ZNF628	ensembl_havana	protein_coding	chr19:55476617-55484487:+
ensembl_havana	gene	NA	NA	ENSG00000090971	5	NAT14	ensembl_havana	protein_coding	chr19:55485188-55487568:+
ensembl_havana	gene	NA	NA	ENSG00000179954	16	SSC5D	ensembl_havana	protein_coding	chr19:55488404-55519099:+
ensembl_havana	gene	NA	NA	ENSG00000187550	9	SBK2	ensembl_havana	protein_coding	chr19:55528611-55537133:-
ensembl_havana	gene	NA	NA	ENSG00000231274	5	SBK3	ensembl_havana	protein_coding	chr19:55540656-55545543:-
ensembl_havana	gene	NA	NA	ENSG00000218891	5	ZNF579	ensembl_havana	protein_coding	chr19:55576774-55580848:-
ensembl_havana	gene	NA	NA	ENSG00000179943	8	FIZ1	ensembl_havana	protein_coding	chr19:55591376-55601970:-
ensembl_havana	gene	NA	NA	ENSG00000171443	7	ZNF524	ensembl_havana	protein_coding	chr19:55600022-55603138:+
ensembl_havana	gene	NA	NA	ENSG00000261221	3	ZNF865	ensembl_havana	protein_coding	chr19:55605405-55617269:+
havana	gene	NA	NA	ENSG00000276488	1	AC008735.4	havana	lncRNA	chr19:55612490-55613097:-
ensembl_havana	gene	NA	NA	ENSG00000179922	6	ZNF784	ensembl_havana	protein_coding	chr19:55620741-55624566:-
ensembl_havana	gene	NA	NA	ENSG00000213015	9	ZNF580	ensembl_havana	protein_coding	chr19:55635016-55643470:+
ensembl_havana	gene	NA	NA	ENSG00000171425	10	ZNF581	ensembl_havana	protein_coding	chr19:55635459-55645623:+
ensembl_havana	gene	NA	NA	ENSG00000173581	8	CCDC106	ensembl_havana	protein_coding	chr19:55641062-55653161:+
ensembl_havana	gene	NA	NA	ENSG00000063244	12	U2AF2	ensembl_havana	protein_coding	chr19:55654146-55674715:+
havana	gene	NA	NA	ENSG00000267523	1	AC008735.2	havana	lncRNA	chr19:55661901-55674715:-
havana	gene	NA	NA	ENSG00000267096	1	AC008735.1	havana	lncRNA	chr19:55670632-55672069:+
ensembl_havana	gene	NA	NA	ENSG00000063245	15	EPN1	ensembl_havana	protein_coding	chr19:55675226-55709858:+
havana	gene	NA	NA	ENSG00000267117	1	AC010525.1	havana	lncRNA	chr19:55694118-55694558:-
havana	gene	NA	NA	ENSG00000267689	1	AC010525.2	havana	processed_pseudogene	chr19:55705978-55706172:-
havana	gene	NA	NA	ENSG00000268593	3	AC008749.1	havana	processed_pseudogene	chr19:55707550-55707855:+
ensembl_havana	gene	NA	NA	ENSG00000185792	10	NLRP9	ensembl_havana	protein_coding	chr19:55708438-55738402:-
ensembl	gene	NA	NA	ENSG00000222524	1	RN7SKP109	ensembl	misc_RNA	chr19:55737285-55737600:+
ensembl_havana	gene	NA	NA	ENSG00000223638	3	RFPL4A	ensembl_havana	protein_coding	chr19:55759014-55763175:+
ensembl_havana	gene	NA	NA	ENSG00000229292	2	RFPL4AL1	ensembl_havana	protein_coding	chr19:55769118-55773420:+
havana	gene	NA	NA	ENSG00000255238	1	RFPL4AP1	havana	processed_pseudogene	chr19:55777553-55778900:+
ensembl_havana	gene	NA	NA	ENSG00000179873	14	NLRP11	ensembl_havana	protein_coding	chr19:55785397-55836800:-
ensembl_havana	gene	NA	NA	ENSG00000160505	16	NLRP4	ensembl_havana	protein_coding	chr19:55836540-55881855:+
ensembl_havana	gene	NA	NA	ENSG00000173572	11	NLRP13	ensembl_havana	protein_coding	chr19:55891699-55932336:-
ensembl_havana	gene	NA	NA	ENSG00000179709	8	NLRP8	ensembl_havana	protein_coding	chr19:55947832-55988629:+
ensembl_havana	gene	NA	NA	ENSG00000171487	15	NLRP5	ensembl_havana	protein_coding	chr19:55999726-56061810:+
havana	gene	NA	NA	ENSG00000267522	1	LINC01864	havana	lncRNA	chr19:56066684-56078801:+
ensembl_havana	gene	NA	NA	ENSG00000142409	6	ZNF787	ensembl_havana	protein_coding	chr19:56087366-56121295:-
ensembl	gene	NA	NA	ENSG00000223060	1	AC024580.1	ensembl	misc_RNA	chr19:56105416-56105510:+
havana	gene	NA	NA	ENSG00000279959	1	AC024580.3	havana	TEC	chr19:56127236-56127466:-
ensembl_havana	gene	NA	NA	ENSG00000167685	15	ZNF444	ensembl_havana	protein_coding	chr19:56132599-56160893:+
havana	gene	NA	NA	ENSG00000279794	1	AC024580.2	havana	TEC	chr19:56149817-56150490:+
ensembl_havana	gene	NA	NA	ENSG00000197487	9	GALP	ensembl_havana	protein_coding	chr19:56176008-56185775:+
ensembl_havana	gene	NA	NA	ENSG00000197213	9	ZSCAN5B	ensembl_havana	protein_coding	chr19:56189570-56197920:-
ensembl_havana	gene	NA	NA	ENSG00000204532	6	ZSCAN5C	ensembl_havana	protein_coding	chr19:56202301-56209452:+
havana	gene	NA	NA	ENSG00000242411	2	AC011506.1	havana	processed_pseudogene	chr19:56217168-56217777:-
ensembl_havana	gene	NA	NA	ENSG00000131848	9	ZSCAN5A	ensembl_havana	protein_coding	chr19:56219670-56368383:-
havana	gene	NA	NA	ENSG00000267908	2	ZSCAN5DP	havana	unprocessed_pseudogene	chr19:56244043-56247482:+
havana	gene	NA	NA	ENSG00000267710	9	EDDM13	havana	protein_coding	chr19:56272748-56310454:+
havana	gene	NA	NA	ENSG00000267298	1	AC006116.6	havana	lncRNA	chr19:56311928-56312486:-
havana	gene	NA	NA	ENSG00000267549	6	AC006116.9	havana	lncRNA	chr19:56314703-56365316:+
ensembl	gene	NA	NA	ENSG00000200646	1	AC006116.1	ensembl	misc_RNA	chr19:56316524-56316636:-
havana	gene	NA	NA	ENSG00000213014	3	VN2R17P	havana	processed_pseudogene	chr19:56317177-56318008:-
havana	gene	NA	NA	ENSG00000266907	1	AC006116.2	havana	processed_pseudogene	chr19:56319790-56322310:-
havana	gene	NA	NA	ENSG00000267145	1	AC006116.4	havana	processed_pseudogene	chr19:56338288-56338648:-
havana	gene	NA	NA	ENSG00000266932	1	AC006116.3	havana	transcribed_processed_pseudogene	chr19:56342432-56343419:-
havana	gene	NA	NA	ENSG00000267429	1	AC006116.7	havana	lncRNA	chr19:56347081-56348183:-
havana	gene	NA	NA	ENSG00000267606	1	AC006116.10	havana	lncRNA	chr19:56354493-56368053:-
havana	gene	NA	NA	ENSG00000240225	10	ZNF542P	havana	transcribed_unprocessed_pseudogene	chr19:56368099-56379828:+
ensembl_havana	gene	NA	NA	ENSG00000018869	16	ZNF582	ensembl_havana	protein_coding	chr19:56375846-56393545:-
havana	gene	NA	NA	ENSG00000267776	1	AC006116.11	havana	lncRNA	chr19:56376704-56377284:-
havana	gene	NA	NA	ENSG00000267459	1	AC006116.8	havana	transcribed_processed_pseudogene	chr19:56377037-56377792:-
havana	gene	NA	NA	ENSG00000285996	1	AC006116.12	havana	lncRNA	chr19:56380230-56383924:+
havana	gene	NA	NA	ENSG00000267781	1	SLC25A36P1	havana	processed_pseudogene	chr19:56386226-56386690:+
havana	gene	NA	NA	ENSG00000267192	1	AC006116.5	havana	lncRNA	chr19:56387412-56388424:+
havana	gene	NA	NA	ENSG00000267454	6	ZNF582-AS1	havana	lncRNA	chr19:56393656-56399172:+
ensembl_havana	gene	NA	NA	ENSG00000198440	9	ZNF583	ensembl_havana	protein_coding	chr19:56397966-56436035:+
ensembl_havana	gene	NA	NA	ENSG00000198046	12	ZNF667	ensembl_havana	protein_coding	chr19:56439325-56478065:-
havana	gene	NA	NA	ENSG00000166770	11	ZNF667-AS1	havana	lncRNA	chr19:56477250-56504362:+
havana	gene	NA	NA	ENSG00000279405	1	AC004696.2	havana	TEC	chr19:56480397-56483977:-
havana	gene	NA	NA	ENSG00000276578	1	AC004696.1	havana	unprocessed_pseudogene	chr19:56485923-56494280:-
ensembl_havana	gene	NA	NA	ENSG00000196263	8	ZNF471	ensembl_havana	protein_coding	chr19:56507850-56530221:+
havana	gene	NA	NA	ENSG00000267224	1	AC005498.1	havana	lncRNA	chr19:56535299-56535763:+
havana	gene	NA	NA	ENSG00000267421	6	AC005498.2	havana	lncRNA	chr19:56536156-56538575:-
ensembl_havana	gene	NA	NA	ENSG00000196867	8	ZFP28	ensembl_havana	protein_coding	chr19:56538948-56556808:+
havana	gene	NA	NA	ENSG00000269696	2	AC005498.3	havana	lncRNA	chr19:56545566-56567411:-
ensembl_havana	gene	NA	NA	ENSG00000197016	12	ZNF470	ensembl_havana	protein_coding	chr19:56567468-56588911:+
havana	gene	NA	NA	ENSG00000268847	1	SIGLEC31P	havana	unprocessed_pseudogene	chr19:56589495-56590281:-
ensembl_havana	gene	NA	NA	ENSG00000197951	9	ZNF71	ensembl_havana	protein_coding	chr19:56595264-56626481:+
havana	gene	NA	NA	ENSG00000269793	7	ZIM2-AS1	havana	lncRNA	chr19:56595313-56799602:+
ensembl_havana	gene	NA	NA	ENSG00000268182	6	SMIM17	ensembl_havana	protein_coding	chr19:56643159-56657247:+
ensembl_havana	gene	NA	NA	ENSG00000127903	14	ZNF835	ensembl_havana	protein_coding	chr19:56661980-56671783:-
havana	gene	NA	NA	ENSG00000286125	1	AC006115.2	havana	lncRNA	chr19:56669941-56823395:+
havana	gene	NA	NA	ENSG00000268067	3	OR5AH1P	havana	transcribed_unprocessed_pseudogene	chr19:56760933-56761215:+
ensembl_havana	gene	NA	NA	ENSG00000269699	6	ZIM2	ensembl_havana	protein_coding	chr19:56774547-56840729:-
havana	gene	NA	NA	ENSG00000268407	1	AC006115.1	havana	processed_pseudogene	chr19:56793048-56793249:-
ensembl_havana	gene	NA	NA	ENSG00000198300	14	PEG3	ensembl_havana	protein_coding	chr19:56810077-56840728:-
havana	gene	NA	NA	ENSG00000268654	2	MIMT1	havana	lncRNA	chr19:56840866-56848556:+
ensembl	gene	NA	NA	ENSG00000274777	1	AC004792.1	ensembl	misc_RNA	chr19:56848068-56848204:+
havana	gene	NA	NA	ENSG00000269786	1	AC044792.1	havana	processed_pseudogene	chr19:56922018-56922213:+
havana	gene	NA	NA	ENSG00000268483	1	RPL7AP69	havana	processed_pseudogene	chr19:57065334-57066139:+
havana	gene	NA	NA	ENSG00000274219	1	AC025588.4	havana	unprocessed_pseudogene	chr19:57111120-57112027:-
ensembl_havana	gene	NA	NA	ENSG00000131864	10	USP29	ensembl_havana	protein_coding	chr19:57119138-57131926:+
ensembl_havana	gene	NA	NA	ENSG00000141946	1	ZIM3	ensembl_havana	protein_coding	chr19:57134096-57145202:-
havana	gene	NA	NA	ENSG00000270293	1	AC025588.2	havana	processed_pseudogene	chr19:57150513-57150978:+
havana	gene	NA	NA	ENSG00000270790	1	AC025588.3	havana	processed_pseudogene	chr19:57151587-57151860:-
ensembl_havana	gene	NA	NA	ENSG00000258873	3	DUXA	ensembl_havana	protein_coding	chr19:57154021-57167485:-
havana	gene	NA	NA	ENSG00000268379	1	AC025588.1	havana	processed_pseudogene	chr19:57175233-57177921:+
ensembl_havana	gene	NA	NA	ENSG00000083844	10	ZNF264	ensembl_havana	protein_coding	chr19:57191500-57222846:+
ensembl_havana	gene	NA	NA	ENSG00000105146	13	AURKC	ensembl_havana	protein_coding	chr19:57230802-57235548:+
ensembl_havana	gene	NA	NA	ENSG00000204524	7	ZNF805	ensembl_havana	protein_coding	chr19:57240632-57262728:+
havana	gene	NA	NA	ENSG00000268713	1	AC005261.3	havana	lncRNA	chr19:57261354-57262738:+
havana	gene	NA	NA	ENSG00000267871	6	ZNF460-AS1	havana	lncRNA	chr19:57267211-57280334:-
ensembl_havana	gene	NA	NA	ENSG00000197714	9	ZNF460	ensembl_havana	protein_coding	chr19:57280051-57294069:+
havana	gene	NA	NA	ENSG00000279541	1	AC005261.5	havana	TEC	chr19:57293083-57294469:-
havana	gene	NA	NA	ENSG00000268205	1	AC005261.1	havana	lncRNA	chr19:57304305-57308562:+
havana	gene	NA	NA	ENSG00000268723	1	AC005261.4	havana	processed_pseudogene	chr19:57317208-57317562:-
ensembl_havana	gene	NA	NA	ENSG00000178229	8	ZNF543	ensembl_havana	protein_coding	chr19:57320472-57330770:+
havana	gene	NA	NA	ENSG00000268678	1	AC005261.2	havana	lncRNA	chr19:57350848-57352012:-
ensembl_havana	gene	NA	NA	ENSG00000131845	14	ZNF304	ensembl_havana	protein_coding	chr19:57351307-57359898:+
ensembl_havana	gene	NA	NA	ENSG00000152433	15	ZNF547	ensembl_havana	protein_coding	chr19:57363477-57379565:+
ensembl_havana	gene	NA	NA	ENSG00000256060	3	TRAPPC2B	ensembl_havana	protein_coding	chr19:57363551-57365405:+
havana	gene	NA	NA	ENSG00000268133	1	AC003002.1	havana	protein_coding	chr19:57363566-57398584:+
ensembl_havana	gene	NA	NA	ENSG00000188785	12	ZNF548	ensembl_havana	protein_coding	chr19:57389850-57402992:+
havana	gene	NA	NA	ENSG00000269533	5	AC003002.3	havana	protein_coding	chr19:57389884-57419994:+
havana	gene	NA	NA	ENSG00000268533	1	AC003002.2	havana	protein_coding	chr19:57394183-57438457:+
ensembl_havana	gene	NA	NA	ENSG00000186272	12	ZNF17	ensembl_havana	protein_coding	chr19:57411163-57421939:+
ensembl_havana	gene	NA	NA	ENSG00000186230	7	ZNF749	ensembl_havana	protein_coding	chr19:57435325-57447101:+
havana	gene	NA	NA	ENSG00000268163	1	AC004076.1	havana	protein_coding	chr19:57437970-57477536:-
havana	gene	NA	NA	ENSG00000276449	1	AC004076.2	havana	lncRNA	chr19:57449689-57453011:+
ensembl_havana	gene	NA	NA	ENSG00000178201	4	VN1R1	ensembl_havana	protein_coding	chr19:57454790-57457142:-
havana	gene	NA	NA	ENSG00000268545	1	VN1R107P	havana	unprocessed_pseudogene	chr19:57459912-57460120:+
ensembl_havana	gene	NA	NA	ENSG00000197128	11	ZNF772	ensembl_havana	protein_coding	chr19:57466663-57477570:-
havana	gene	NA	NA	ENSG00000268266	1	AC003005.2	havana	lncRNA	chr19:57477649-57482996:+
ensembl_havana	gene	NA	NA	ENSG00000105136	20	ZNF419	ensembl_havana	protein_coding	chr19:57487711-57496097:+
havana	gene	NA	NA	ENSG00000268107	6	AC003005.1	havana	protein_coding	chr19:57487718-57517559:+
ensembl_havana	gene	NA	NA	ENSG00000152439	13	ZNF773	ensembl_havana	protein_coding	chr19:57499915-57518404:+
ensembl_havana	gene	NA	NA	ENSG00000121406	9	ZNF549	ensembl_havana	protein_coding	chr19:57527325-57557542:+
ensembl_havana	gene	NA	NA	ENSG00000251369	8	ZNF550	ensembl_havana	protein_coding	chr19:57535257-57559863:-
ensembl_havana	gene	NA	NA	ENSG00000083817	9	ZNF416	ensembl_havana	protein_coding	chr19:57571566-57578911:-
ensembl_havana	gene	NA	NA	ENSG00000171649	12	ZIK1	ensembl_havana	protein_coding	chr19:57578456-57593890:+
ensembl_havana	gene	NA	NA	ENSG00000183647	10	ZNF530	ensembl_havana	protein_coding	chr19:57599885-57612722:+
ensembl_havana	gene	NA	NA	ENSG00000213762	12	ZNF134	ensembl_havana	protein_coding	chr19:57614233-57624724:+
havana	gene	NA	NA	ENSG00000268392	1	AC003682.1	havana	lncRNA	chr19:57625032-57626950:+
ensembl_havana	gene	NA	NA	ENSG00000121417	14	ZNF211	ensembl_havana	protein_coding	chr19:57630395-57644041:+
havana	gene	NA	NA	ENSG00000269097	1	TPRG1LP1	havana	processed_pseudogene	chr19:57664280-57665039:+
ensembl_havana	gene	NA	NA	ENSG00000180532	10	ZSCAN4	ensembl_havana	protein_coding	chr19:57668935-57679152:+
ensembl_havana	gene	NA	NA	ENSG00000204519	11	ZNF551	ensembl_havana	protein_coding	chr19:57681969-57717301:+
havana	gene	NA	NA	ENSG00000269026	2	AC003006.1	havana	protein_coding	chr19:57682045-57753575:+
ensembl_havana	gene	NA	NA	ENSG00000179909	15	ZNF154	ensembl_havana	protein_coding	chr19:57697367-57709194:-
ensembl_havana	gene	NA	NA	ENSG00000083814	13	ZNF671	ensembl_havana	protein_coding	chr19:57719751-57727624:-
ensembl_havana	gene	NA	NA	ENSG00000152443	13	ZNF776	ensembl_havana	protein_coding	chr19:57746815-57758148:+
ensembl_havana	gene	NA	NA	ENSG00000083828	16	ZNF586	ensembl_havana	protein_coding	chr19:57769655-57819939:+
ensembl_havana	gene	NA	NA	ENSG00000178935	5	ZNF552	ensembl_havana	protein_coding	chr19:57803841-57814913:-
havana	gene	NA	NA	ENSG00000268750	7	AC010522.1	havana	protein_coding	chr19:57819719-57858941:+
ensembl_havana	gene	NA	NA	ENSG00000269343	8	ZNF587B	ensembl_havana	protein_coding	chr19:57819721-57846238:+
havana	gene	NA	NA	ENSG00000269304	1	FKBP1AP1	havana	processed_pseudogene	chr19:57826461-57826778:-
ensembl_havana	gene	NA	NA	ENSG00000204514	10	ZNF814	ensembl_havana	protein_coding	chr19:57848731-57889074:-
