PeakID (cmd=annotatePeaks.pl /home/abykov/neuroblastoma/temp_results/BEDs/CLB_SKN_M_chr.bed hg38)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
*-310	chr9	77705998	77766951	+	0	NA	intron (NM_002072, intron 5 of 6)	intron (NM_002072, intron 5 of 6)	-88152	NM_004297	9630		NM_004297	ENSG00000156049	GNA14	HG1I	G protein subunit alpha 14	protein-coding
*-48	chr4	79996848	80070322	+	0	NA	intron (NM_001145794, intron 8 of 15)	intron (NM_001145794, intron 8 of 15)	39644	NM_001286781	118429		NM_058172	ENSG00000163297	ANTXR2	CMG-2|CMG2|HFS|ISH|JHF	ANTXR cell adhesion molecule 2	protein-coding
*-43	chr4	48328048	48389301	+	0	NA	intron (NM_020846, intron 1 of 7)	intron (NM_020846, intron 1 of 7)	17145	NM_020846	57606		NM_020846	ENSG00000109171	SLAIN2	KIAA1458	SLAIN motif family member 2	protein-coding
*-360	chr5	95710248	95802001	+	0	NA	intron (NM_014899, intron 6 of 11)	L1MB3|LINE|L1	-24022	NM_001349303	83890		NM_031952	ENSG00000145757	SPATA9	NYD-SP16	spermatogenesis associated 9	protein-coding
*-84	chr10	93432198	93479316	+	0	NA	intron (NM_133337, intron 2 of 52)	intron (NM_133337, intron 2 of 52)	26577	NM_013451	26509		NM_013451	ENSG00000138119	MYOF	FER1L3|HAE7	myoferlin	protein-coding
*-203	chr12	49186098	49246251	+	0	NA	Intergenic	Intergenic	-11752	NM_001303114	84790		NM_032704	ENSG00000167553	TUBA1C	TUBA6|bcm948	tubulin alpha 1c	protein-coding
*-127	chr3	178167798	178211601	+	0	NA	Intergenic	L1M5|LINE|L1	-229502	NR_046786	100874330		NR_046786	ENSG00000223941	LINC01014	KCNMB2-IT1	long intergenic non-protein coding RNA 1014	ncRNA
*-311	chr9	77773748	77857551	+	0	NA	exon (NM_002072, exon 3 of 7)	exon (NM_002072, exon 3 of 7)	-167327	NM_004297	9630		NM_004297	ENSG00000156049	GNA14	HG1I	G protein subunit alpha 14	protein-coding
*-291	chr1	219293048	219342601	+	0	NA	Intergenic	Intergenic	142855	NM_001300772	127018		NM_138794	ENSG00000143353	LYPLAL1	Q96AV0	lysophospholipase like 1	protein-coding
*-376	chr5	157495448	157572822	+	0	NA	intron (NM_033274, intron 4 of 22)	MIRc|SINE|MIR	41640	NM_033274	8728		NM_023038	ENSG00000135074	ADAM19	FKSG34|MADDAM|MLTNB	ADAM metallopeptidase domain 19	protein-coding
*-129	chr3	179580248	179618651	+	0	NA	intron (NM_177988, intron 2 of 5)	MIRb|SINE|MIR	5189	NM_020409	57129		NM_020409	ENSG00000136522	MRPL47	CGI-204|L47mt|MRP-L47|NCM1|uL29m	mitochondrial ribosomal protein L47	protein-coding
*-374	chr5	154342198	154376051	+	0	NA	intron (NM_198321, intron 4 of 11)	intron (NM_198321, intron 4 of 11)	12018	NR_031626	100302181		NR_031626	ENSG00000221430	MIR1294	MIRN1294|hsa-mir-1294|mir-1294	microRNA 1294	ncRNA
*-413	chr15	90391239	90424151	+	0	NA	intron (NM_003870, intron 2 of 37)	intron (NM_003870, intron 2 of 37)	19453	NM_003870	8826		NM_003870	ENSG00000140575	IQGAP1	HUMORFA01|SAR1|p195	IQ motif containing GTPase activating protein 1	protein-coding
*-361	chr5	120599048	120624601	+	0	NA	intron (NM_001308088, intron 1 of 3)	THE1A-int|LTR|ERVL-MaLR	80360	NM_001308088	51334		NM_016644	ENSG00000184838	PRR16	DSC54|LARGEN	proline rich 16	protein-coding
*-7	chr2	62709895	62829051	+	0	NA	intron (NM_001142616, intron 4 of 22)	L1PREC2|LINE|L1	62576	NM_001354217	23301		NM_015252	ENSG00000115504	EHBP1	HPC12|NACSIN	EH domain binding protein 1	protein-coding
*-450	chr22	45674796	45749201	+	0	NA	intron (NM_013236, intron 5 of 11)	intron (NM_013236, intron 5 of 11)	40164	NM_013236	25814		NM_013236	ENSG00000130638	ATXN10	ATX10|E46L|HUMEEP|SCA10	ataxin 10	protein-coding
*-34	chr2	233402298	233502201	+	0	NA	intron (NM_001377259, intron 16 of 27)	intron (NM_001377259, intron 16 of 27)	33037	NM_001377259	8527		NM_003648	ENSG00000077044	DGKD	DGK-delta|DGKdelta|dgkd-2	diacylglycerol kinase delta	protein-coding
*-238	chr7	130838298	131040951	+	0	NA	Intergenic	Intergenic	26160	NR_109780	100506860		NR_109780		LINC00513	-	long intergenic non-protein coding RNA 513	ncRNA
*-106	chr3	100001948	100049201	+	0	NA	intron (NM_182909, intron 1 of 5)	intron (NM_182909, intron 1 of 5)	-61176	NR_037486	100500859		NR_037486	ENSG00000264897	MIR3921	-	microRNA 3921	ncRNA
*-82	chr10	77476898	77545051	+	0	NA	intron (NM_001322836, intron 1 of 27)	intron (NM_001322836, intron 1 of 27)	126834	NM_001161353	3778		NM_002247	ENSG00000156113	KCNMA1	BKTM|CADEDS|IEG16|KCa1.1|LIWAS|MaxiK|PNKD3|SAKCA|SLO|SLO-ALPHA|SLO1|bA205K10.1|hSlo|mSLO1	potassium calcium-activated channel subfamily M alpha 1	protein-coding
*-104	chr3	98877098	98924851	+	0	NA	intron (NM_080927, intron 1 of 15)	intron (NM_080927, intron 1 of 15)	721	NM_080927	131566		NM_080927	ENSG00000057019	DCBLD2	CLCP1|ESDN	discoidin, CUB and LCCL domain containing 2	protein-coding
*-288	chr1	204403398	204440351	+	0	NA	TTS (NM_001377334)	TTS (NM_001377334)	-10057	NM_032833	84919		NM_032833	ENSG00000158615	PPP1R15B	CREP|MSSGM2	protein phosphatase 1 regulatory subunit 15B	protein-coding
*-96	chr3	30333898	30359151	+	0	NA	Intergenic	Intergenic	-172344	NR_147054	101928015		NR_147054	ENSG00000227260	LINC01985	-	long intergenic non-protein coding RNA 1985	ncRNA
*-183	chr17	16002691	16048251	+	0	NA	intron (NM_017775, intron 8 of 9)	intron (NM_017775, intron 8 of 9)	25647	NM_017775	54902		NM_017775	ENSG00000011295	TTC19	2010204O13Rik|MC3DN2	tetratricopeptide repeat domain 19	protein-coding
*-369	chr5	147471148	147507055	+	0	NA	intron (NM_001197294, intron 1 of 13)	intron (NM_001197294, intron 1 of 13)	20967	NM_001197294	1809		NM_001387	ENSG00000113657	DPYSL3	CRMP-4|CRMP4|DRP-3|DRP3|LCRMP|ULIP|ULIP-1	dihydropyrimidinase like 3	protein-coding
*-262	chr1	85269398	85527851	+	0	NA	intron (NM_001134445, intron 2 of 6)	MER65-int|LTR|ERV1	5882	NM_001330655	23576		NM_012137	ENSG00000153904	DDAH1	DDAH|DDAH-1|DDAHI|HEL-S-16	dimethylarginine dimethylaminohydrolase 1	protein-coding
*-402	chr15	48395248	48510951	+	0	NA	intron (NM_000138, intron 44 of 65)	AluSq2|SINE|Alu	120902	NM_001948	1854		NM_001948	ENSG00000128951	DUT	BMFDMS|dUTPase	deoxyuridine triphosphatase	protein-coding
*-378	chr5	169548298	169606201	+	0	NA	Intergenic	Intergenic	-6524	NM_001329643	54908		NM_017785	ENSG00000040275	SPDL1	CCDC99	spindle apparatus coiled-coil protein 1	protein-coding
*-367	chr5	140280248	140343602	+	0	NA	Intergenic	Intergenic	-8824	NM_002622	5201		NM_002622	ENSG00000113068	PFDN1	PDF|PFD1	prefoldin subunit 1	protein-coding
*-121	chr3	171256148	171331701	+	0	NA	intron (NM_001161560, intron 2 of 31)	AluJr|SINE|Alu	166481	NM_001161560	23043		NM_015028	ENSG00000154310	TNIK	MRT54	TRAF2 and NCK interacting kinase	protein-coding
*-91	chr10	127910059	127946101	+	0	NA	intron (NM_001323355, intron 1 of 19)	intron (NM_001323355, intron 1 of 19)	20977	NM_001316676	5791		NM_006504	ENSG00000132334	PTPRE	HPTPE|PTPE|R-PTP-EPSILON	protein tyrosine phosphatase receptor type E	protein-coding
*-319	chr9	124251598	124307001	+	0	NA	intron (NM_001166168, intron 1 of 9)	AluSz|SINE|Alu	-12672	NM_001166170	10783		NM_014397	ENSG00000119408	NEK6	SID6-1512	NIMA related kinase 6	protein-coding
*-299	chr9	2800698	2841129	+	0	NA	intron (NM_014878, intron 12 of 17)	intron (NM_014878, intron 12 of 17)	23182	NM_014878	9933		NM_014878	ENSG00000080608	PUM3	HA-8|HLA-HA8|KIAA0020|PEN|PUF-A|PUF6|XTP5	pumilio RNA binding family member 3	protein-coding
*-212	chr12	93395298	93439249	+	0	NA	intron (NM_003348, intron 1 of 3)	intron (NM_003348, intron 1 of 3)	24674	NM_003348	7334		NM_003348	ENSG00000177889	UBE2N	HEL-S-71|UBC13|UBCHBEN|UBCHBEN; UBC13|UbcH-ben|UbcH13	ubiquitin conjugating enzyme E2 N	protein-coding
*-133	chr3	196742855	196810951	+	0	NA	intron (NM_002577, intron 1 of 14)	Charlie1a|DNA|hAT-Charlie	37046	NM_002577	5062		NM_002577	ENSG00000180370	PAK2	KNO2|PAK65|PAKgamma	p21 (RAC1) activated kinase 2	protein-coding
*-392	chr14	75820598	75887251	+	0	NA	intron (NM_015072, intron 28 of 31)	AluSz|SINE|Alu	128071	NM_001329938	7043		NM_003239	ENSG00000119699	TGFB3	ARVD|ARVD1|LDS5|RNHF|TGF-beta3	transforming growth factor beta 3	protein-coding
*-297	chr1	243697548	243750051	+	0	NA	intron (NM_005465, intron 2 of 13)	AluJo|SINE|Alu	119483	NM_181690	10000		NM_005465	ENSG00000117020	AKT3	MPPH|MPPH2|PKB-GAMMA|PKBG|PRKBG|RAC-PK-gamma|RAC-gamma|STK-2	AKT serine/threonine kinase 3	protein-coding
*-317	chr9	115664948	115693701	+	0	NA	Intergenic	ERVL-B4-int|LTR|ERVL	64915	NR_109805	101928775		NR_109805		LOC101928775	-	uncharacterized LOC101928775	ncRNA
*-236	chr7	129824248	129981301	+	0	NA	intron (NM_001202498, intron 1 of 6)	MIRb|SINE|MIR	50186	NM_001202498	7328		NM_003344	ENSG00000186591	UBE2H	E2-20K|GID3|UBC8|UBCH|UBCH2	ubiquitin conjugating enzyme E2 H	protein-coding
*-234	chr7	101092898	101141301	+	0	NA	Intergenic	Intergenic	-10005	NM_000602	5054		NM_000602	ENSG00000106366	SERPINE1	PAI|PAI-1|PAI1|PLANH1	serpin family E member 1	protein-coding
*-286	chr1	203504598	203560001	+	0	NA	Intergenic	LTR37B|LTR|ERV1	38146	NM_014359	26254		NM_014359	ENSG00000188770	OPTC	OPT	opticin	protein-coding
*-284	chr1	198153498	198299701	+	0	NA	intron (NM_133494, intron 1 of 9)	intron (NM_133494, intron 1 of 9)	69601	NM_133494	140609		NM_133494	ENSG00000151414	NEK7	-	NIMA related kinase 7	protein-coding
*-108	chr3	111845698	111975874	+	0	NA	intron (NM_145753, intron 2 of 16)	intron (NM_145753, intron 2 of 16)	50959	NM_001134439	90102		NM_145753	ENSG00000144824	PHLDB2	LL5b|LL5beta	pleckstrin homology like domain family B member 2	protein-coding
*-140	chr8	53942448	53966801	+	0	NA	intron (NM_170587, intron 5 of 5)	AluSq2|SINE|Alu	67824	NR_109901	6917		NM_006756	ENSG00000187735	TCEA1	GTF2S|SII|TCEA|TF2S|TFIIS	transcription elongation factor A1	protein-coding
*-60	chr4	122757698	122799301	+	0	NA	Intergenic	Tigger1|DNA|TcMar-Tigger	45795	NM_152618	166379		NM_152618	ENSG00000181004	BBS12	C4orf24	Bardet-Biedl syndrome 12	protein-coding
*-459	chr18	77063748	77109201	+	0	NA	intron (NM_001025100, intron 2 of 3)	intron (NM_001025100, intron 2 of 3)	46309	NM_001025101	4155		NM_002385	ENSG00000197971	MBP	-	myelin basic protein	protein-coding
*-141	chr8	58800198	58896151	+	0	NA	intron (NM_014729, intron 4 of 8)	L1MEd|LINE|L1	-188321	NM_003580	8439		NM_003580	ENSG00000035681	NSMAF	FAN|GRAMD5	neutral sphingomyelinase activation associated factor	protein-coding
*-457	chr18	48529448	48675101	+	0	NA	intron (NM_001142397, intron 2 of 12)	Kanga1c|DNA|TcMar-Tc2	63243	NM_001142397	9811		NM_014772	ENSG00000134030	CTIF	Gm672|KIAA0427	cap binding complex dependent translation initiation factor	protein-coding
*-405	chr15	60342848	60472801	+	0	NA	Intergenic	Intergenic	-9838	NM_001136015	302		NM_004039	ENSG00000182718	ANXA2	ANX2|ANX2L4|CAL1H|HEL-S-270|LIP2|LPC2|LPC2D|P36|PAP-IV	annexin A2	protein-coding
*-265	chr1	89527836	89577701	+	0	NA	intron (NM_001134476, intron 3 of 7)	intron (NM_001134476, intron 3 of 7)	27939	NM_001369819	23507		NM_015350	ENSG00000197147	LRRC8B	TA-LRRP|TALRRP	leucine rich repeat containing 8 VRAC subunit B	protein-coding
*-51	chr4	94507448	94596301	+	0	NA	intron (NM_006457, intron 3 of 12)	intron (NM_006457, intron 3 of 12)	99932	NR_046186	10611		NM_006457	ENSG00000163110	PDLIM5	ENH|ENH1|L9|LIM	PDZ and LIM domain 5	protein-coding
*-16	chr2	117930198	118011162	+	0	NA	intron (NM_019044, intron 11 of 23)	intron (NM_019044, intron 11 of 23)	43390	NM_019044	54520		NM_019044	ENSG00000125633	CCDC93	-	coiled-coil domain containing 93	protein-coding
*-395	chr14	101960748	102056851	+	0	NA	intron (NM_001376, intron 29 of 77)	AluSz|SINE|Alu	44226	NM_001376	1778		NM_001376	ENSG00000197102	DYNC1H1	CDCBM13|CMT2O|DHC1|DHC1a|DNCH1|DNCL|DNECL|DYHC|Dnchc1|HL-3|SMALED1|p22	dynein cytoplasmic 1 heavy chain 1	protein-coding
*-120	chr3	170688548	170768951	+	0	NA	intron (NR_135556, intron 4 of 5)	intron (NR_135556, intron 4 of 5)	141446	NM_001099645	200916		NM_001099645	ENSG00000163584	RPL22L1	-	ribosomal protein L22 like 1	protein-coding
*-215	chr12	96197380	96241451	+	0	NA	intron (NM_005230, intron 1 of 4)	intron (NM_005230, intron 1 of 4)	25040	NM_005230	2004		NM_005230	ENSG00000111145	ELK3	ERP|NET|SAP-2|SAP2	ETS transcription factor ELK3	protein-coding
*-56	chr4	113897398	113976721	+	0	NA	intron (NM_001354211, intron 4 of 6)	intron (NM_001354211, intron 4 of 6)	42588	NM_001354210	79642		NM_024590	ENSG00000180801	ARSJ	ASJ	arylsulfatase family member J	protein-coding
*-11	chr2	69016142	69255351	+	0	NA	intron (NM_053034, intron 12 of 14)	L1M5|LINE|L1	32064	NR_036073	100423030		NR_036073	ENSG00000266649	MIR3126	mir-3126	microRNA 3126	ncRNA
*-157	chr11	19861498	20117351	+	0	NA	intron (NM_145117, intron 11 of 37)	MLT1D|LTR|ERVL-MaLR	-33132	NM_001111019	89797		NM_145117	ENSG00000166833	NAV2	HELAD1|POMFIL2|RAINB1|STEERIN2|UNC53H2	neuron navigator 2	protein-coding
*-375	chr5	154753448	154820201	+	0	NA	intron (NM_001367719, intron 1 of 18)	MIR3|SINE|MIR	29670	NM_001367719	23367		NM_015315	ENSG00000155506	LARP1	LARP|Lar1|Lhp1	La ribonucleoprotein 1, translational regulator	protein-coding
*-441	chr22	17870398	18014751	+	0	NA	intron (NM_015241, intron 1 of 31)	intron (NM_015241, intron 1 of 31)	-35688	NM_001122731	57553		NM_015241	ENSG00000243156	MICAL3	MICAL-3	microtubule associated monooxygenase, calponin and LIM domain containing 3	protein-coding
*-159	chr11	33668348	33733101	+	0	NA	promoter-TSS (NM_001166692)	promoter-TSS (NM_001166692)	16	NM_001166692	100131378		NM_001166692	ENSG00000205177	C11orf91	-	chromosome 11 open reading frame 91	protein-coding
*-343	chr6	142353348	142419951	+	0	NA	intron (NM_020455, intron 6 of 25)	MER6|DNA|TcMar-Tigger	84642	NM_198569	57211		NM_020455	ENSG00000112414	ADGRG6	APG1|DREG|GPR126|LCCS9|PR126|PS1TP2|VIGR	adhesion G protein-coupled receptor G6	protein-coding
*-41	chr4	38050548	38101701	+	0	NA	intron (NM_015173, intron 12 of 19)	THE1C|LTR|ERVL-MaLR	-34057	NM_001253913	23216		NM_015173	ENSG00000065882	TBC1D1	TBC|TBC1	TBC1 domain family member 1	protein-coding
*-380	chr14	21214098	21266478	+	0	NA	intron (NM_001077443, intron 1 of 7)	intron (NM_001077443, intron 1 of 7)	29154	NM_004500	3183		NM_004500	ENSG00000092199	HNRNPC	C1|C2|HNRNP|HNRPC|MRD74|SNRPC	heterogeneous nuclear ribonucleoprotein C	protein-coding
*-420	chr20	35854498	35904351	+	0	NA	intron (NM_016436, intron 9 of 17)	intron (NM_016436, intron 9 of 17)	75078	NM_033630	51282		NM_016558	ENSG00000171222	SCAND1	RAZ1|SDP1	SCAN domain containing 1	protein-coding
*-85	chr10	99941998	100006952	+	0	NA	intron (NM_015221, intron 1 of 16)	intron (NM_015221, intron 1 of 16)	35472	NM_015221	23268		NM_015221	ENSG00000107554	DNMBP	ARHGEF36|CTRCT48|TUBA	dynamin binding protein	protein-coding
*-20	chr2	160256598	160455451	+	0	NA	intron (NM_016836, intron 2 of 13)	intron (NM_016836, intron 2 of 13)	51858	NR_039946	100616364		NR_039946	ENSG00000283734	MIR4785	mir-4785	microRNA 4785	ncRNA
*-46	chr4	76687348	76784951	+	0	NA	intron (NM_020859, intron 4 of 10)	intron (NM_020859, intron 4 of 10)	160598	NR_039655	100616254		NR_039655	ENSG00000283682	MIR548AH	-	microRNA 548ah	ncRNA
*-105	chr3	99842698	99936151	+	0	NA	intron (NM_182909, intron 4 of 5)	L1MEd|LINE|L1	-13221	NM_001282793	11259		NM_014890	ENSG00000168386	FILIP1L	DOC-1|DOC1|GIP130|GIP90	filamin A interacting protein 1 like	protein-coding
*-330	chr6	34629398	34684901	+	0	NA	intron (NM_022758, intron 1 of 3)	intron (NM_022758, intron 1 of 3)	-39005	NR_134625	101929243		NR_134625	ENSG00000272288	ILRUN-AS1	-	ILRUN antisense RNA 1	ncRNA
*-381	chr14	32394998	32525501	+	0	NA	intron (NM_004274, intron 2 of 13)	L1MC5|LINE|L1	130951	NM_004274	9472		NM_004274	ENSG00000151320	AKAP6	ADAP100|ADAP6|AKAP100|PRKA6|mAKAP	A-kinase anchoring protein 6	protein-coding
*-433	chr16	24732726	24823301	+	0	NA	intron (NM_001330520, intron 5 of 23)	intron (NM_001330520, intron 5 of 23)	48362	NM_001330520	27327		NM_014494	ENSG00000090905	TNRC6A	CAGH26|FAME6|GW1|GW182|TNRC6	trinucleotide repeat containing adaptor 6A	protein-coding
*-421	chr20	36453948	36522651	+	0	NA	intron (NM_183006, intron 1 of 6)	MIR|SINE|MIR	26504	NM_183006	22839		NM_014902	ENSG00000080845	DLGAP4	DAP-4|DAP4|DLP4|SAPAP-4|SAPAP4	DLG associated protein 4	protein-coding
*-323	chr9	129931748	129999401	+	0	NA	intron (NM_001363755, intron 4 of 15)	intron (NM_001363755, intron 4 of 15)	77615	NM_015033	23048		NM_015033	ENSG00000187239	FNBP1	FBP17	formin binding protein 1	protein-coding
*-102	chr3	73008598	73072201	+	0	NA	intron (NM_001318025, intron 2 of 7)	L1M5|LINE|L1	-21260	NM_018029	55096		NM_018029	ENSG00000255423	EBLN2	EBLN-2	endogenous Bornavirus like nucleoprotein 2	protein-coding
*-331	chr6	37101148	37145951	+	0	NA	Intergenic	MER39|LTR|ERV1	-46603	NM_002648	5292		NM_002648	ENSG00000137193	PIM1	PIM	Pim-1 proto-oncogene, serine/threonine kinase	protein-coding
*-279	chr1	173960498	174023751	+	0	NA	intron (NM_172071, intron 2 of 19)	intron (NM_172071, intron 2 of 19)	948	NM_001300851	149041		NM_172071	ENSG00000135870	RC3H1	FHL6|IMDSHY|RNF198|ROQUIN	ring finger and CCCH-type domains 1	protein-coding
*-35	chr2	234240698	234260551	+	0	NA	Intergenic	Intergenic	199922	NM_006944	6694		NM_006944	ENSG00000072080	SPP2	SPP-24|SPP24	secreted phosphoprotein 2	protein-coding
*-440	chr16	75231498	75262947	+	0	NA	intron (NM_001170715, intron 1 of 6)	intron (NM_001170715, intron 1 of 6)	929	NM_001170719	9564		NM_014567	ENSG00000050820	BCAR1	CAS|CAS1|CASS1|CRKAS|P130Cas	BCAR1 scaffold protein, Cas family member	protein-coding
*-277	chr1	172341848	172363501	+	0	NA	intron (NM_015569, intron 17 of 20)	MamGypsy2-I|LTR|Gypsy	-68011	NM_139240	92346		NM_139240	ENSG00000180999	C1orf105	-	chromosome 1 open reading frame 105	protein-coding
*-408	chr15	64574198	64637701	+	0	NA	intron (NM_015042, intron 2 of 9)	AluSc8|SINE|Alu	97332	NM_001301302	4947		NM_002537	ENSG00000180304	OAZ2	AZ2	ornithine decarboxylase antizyme 2	protein-coding
*-268	chr1	115296348	115335235	+	0	NA	intron (NM_002506, intron 1 of 2)	intron (NM_002506, intron 1 of 2)	22458	NM_002506	4803		NM_002506	ENSG00000134259	NGF	Beta-NGF|HSAN5|NGFB	nerve growth factor	protein-coding
*-372	chr5	151658898	151703801	+	0	NA	intron (NR_109873, intron 3 of 4)	MIR3|SINE|MIR	4404	NR_109873	101927096		NR_109873	ENSG00000249035	CLMAT3	CTB-113P19.1|SPARC-AS1	colorectal liver metastasis associated transcript 3	ncRNA
*-398	chr15	32769248	33035351	+	0	NA	intron (NM_001277313, intron 12 of 20)	intron (NM_001277313, intron 12 of 20)	165875	NM_001103184	342184		NM_198500	ENSG00000248905	FMN1	FMN|LD	formin 1	protein-coding
*-218	chr12	105307598	105385551	+	0	NA	intron (NM_001145199, intron 1 of 5)	intron (NM_001145199, intron 1 of 5)	15883	NM_001145199	387882		NM_207376	ENSG00000235162	C12orf75	AGD3|OCC-1|OCC1	chromosome 12 open reading frame 75	protein-coding
*-70	chr10	4762498	4781751	+	0	NA	Intergenic	Intergenic	-54053	NM_001271021	83592		NM_031436	ENSG00000165568	AKR1E2	AKR1CL2|AKRDC1|HTSP1|LoopADR|TAKR|hTSP|htAKR	aldo-keto reductase family 1 member E2	protein-coding
*-239	chr7	134689348	134969601	+	0	NA	intron (NM_033138, intron 1 of 14)	intron (NM_033138, intron 1 of 14)	49840	NM_033157	800		NM_004342	ENSG00000122786	CALD1	CDM|H-CAD|HCAD|L-CAD|LCAD|NAG22|h-CD	caldesmon 1	protein-coding
*-101	chr3	71487848	71554851	+	0	NA	intron (NM_001012505, intron 2 of 6)	AluSx1|SINE|Alu	20740	NR_031697	100302112		NR_031697	ENSG00000221264	MIR1284	MIRN1284|hsa-mir-1284|mir-1284	microRNA 1284	ncRNA
*-237	chr7	130352298	130375251	+	0	NA	intron (NM_001318223, intron 9 of 11)	intron (NM_001318223, intron 9 of 11)	3353	NR_133928	105375504		NR_133928		LOC105375504	-	uncharacterized LOC105375504	ncRNA
*-193	chr17	59622687	59699401	+	0	NA	intron (NM_004859, intron 7 of 31)	intron (NM_004859, intron 7 of 31)	41149	NM_004859	1213		NM_004859	ENSG00000141367	CLTC	CHC|CHC17|CLH-17|CLTCL2|Hc|MRD56	clathrin heavy chain	protein-coding
*-332	chr6	42182048	42231451	+	0	NA	TTS (NM_018141)	TTS (NM_018141)	11112	NM_018141	55173		NM_018141	ENSG00000048544	MRPS10	MRP-S10|PNAS-122|uS10m	mitochondrial ribosomal protein S10	protein-coding
*-64	chr4	150280248	150386251	+	0	NA	intron (NM_001367550, intron 48 of 56)	intron (NM_001367550, intron 48 of 56)	-245840	NR_149035	729558		NR_149035	ENSG00000249690	LOC729558	-	uncharacterized LOC729558	ncRNA
*-287	chr1	203629785	203701601	+	0	NA	intron (NM_001365784, intron 1 of 20)	AluSx4|SINE|Alu	37756	NM_001365784	493		NM_001684	ENSG00000058668	ATP2B4	ATP2B2|MXRA1|PMCA4|PMCA4b|PMCA4x	ATPase plasma membrane Ca2+ transporting 4	protein-coding
*-382	chr14	49970048	50024601	+	0	NA	intron (NR_126498, intron 1 of 3)	MLT2B1|LTR|ERVL	-4190	NR_126499	283551		NM_001012706	ENSG00000214900	LINC01588	C14orf182	long intergenic non-protein coding RNA 1588	ncRNA
*-289	chr1	218335648	218391051	+	0	NA	exon (NM_001135599, exon 2 of 8)	exon (NM_001135599, exon 2 of 8)	-17671	NR_046268	728463		NR_046268		TGFB2-AS1	-	TGFB2 antisense RNA 1 (head to head)	ncRNA
*-422	chr20	41031820	41119801	+	0	NA	intron (NM_003286, intron 3 of 20)	intron (NM_003286, intron 3 of 20)	46988	NM_003286	7150		NM_003286	ENSG00000198900	TOP1	TOPI	DNA topoisomerase I	protein-coding
*-128	chr3	178253348	178328751	+	0	NA	Intergenic	L1ME2z|LINE|L1	-128152	NR_046786	100874330		NR_046786	ENSG00000223941	LINC01014	KCNMB2-IT1	long intergenic non-protein coding RNA 1014	ncRNA
*-366	chr5	139653987	139711751	+	0	NA	exon (NM_001317207, exon 3 of 3)	exon (NM_001317207, exon 3 of 3)	7426	NM_001317208	51523		NM_016463	ENSG00000171604	CXXC5	CF5|HSPC195|RINF|WID	CXXC finger protein 5	protein-coding
*-364	chr5	135991748	136038301	+	0	NA	Intergenic	Intergenic	-13964	NM_000358	7045		NM_000358	ENSG00000120708	TGFBI	BIGH3|CDB1|CDG2|CDGG1|CSD|CSD1|CSD2|CSD3|EBMD|LCD1	transforming growth factor beta induced	protein-coding
*-316	chr9	112010898	112082301	+	0	NA	intron (NM_001282640, intron 15 of 17)	intron (NM_001282640, intron 15 of 17)	114499	NR_039814	100616114		NR_039814	ENSG00000266315	MIR4668	mir-4668	microRNA 4668	ncRNA
*-314	chr9	106859998	106898751	+	0	NA	intron (NM_001347997, intron 1 of 12)	intron (NM_001347997, intron 1 of 12)	16208	NM_021224	58499		NM_021224	ENSG00000148143	ZNF462	WSKA|ZFPIP|Zfp462	zinc finger protein 462	protein-coding
*-296	chr1	243202848	243295901	+	0	NA	intron (NM_001042405, intron 1 of 18).2	AluJb|SINE|Alu	5907	NM_014812	9859		NM_014812	ENSG00000143702	CEP170	FAM68A|KAB|KIAA0470	centrosomal protein 170	protein-coding
*-294	chr1	234956998	235022701	+	0	NA	Intergenic	L2b|LINE|L2	-25850	NR_125945	101927851		NR_125945	ENSG00000238005	LNCATV	-	lncRNA negative regulator of antiviral signaling	ncRNA
*-371	chr5	150008298	150066101	+	0	NA	intron (NM_001366501, intron 11 of 18)	intron (NM_001366501, intron 11 of 18)	36460	NM_001366501	22993		NM_014983	ENSG00000113716	HMGXB3	HMGX3|SMF	HMG-box containing 3	protein-coding
*-445	chr22	31583548	31662751	+	0	NA	intron (NM_001326411, intron 3 of 7)	intron (NM_001326411, intron 3 of 7)	-1618	NR_106959	102465666		NR_106959	ENSG00000284082	MIR7109	hsa-mir-7109	microRNA 7109	ncRNA
*-442	chr22	20503748	20586251	+	0	NA	intron (NM_001003891, intron 2 of 17)	MLT1D|LTR|ERVL-MaLR	36952	NM_001293237	51586		NM_015889	ENSG00000099917	MED15	ARC105|CAG7A|CTG7A|PCQAP|TIG-1|TIG1|TNRC7	mediator complex subunit 15	protein-coding
*-62	chr4	137509248	137529497	+	0	NA	3' UTR (NM_019035, exon 4 of 4)	3' UTR (NM_019035, exon 4 of 4)	13122	NM_019035	54510		NM_019035	ENSG00000189184	PCDH18	PCDH68L	protocadherin 18	protein-coding
*-370	chr5	149484098	149565301	+	0	NA	intron (NM_001892, intron 3 of 9)	intron (NM_001892, intron 3 of 9)	25666	NM_001271742	1452		NM_001892	ENSG00000113712	CSNK1A1	CK1|CK1a|CKIa|HEL-S-77p|HLCDGP1|PRO2975	casein kinase 1 alpha 1	protein-coding
